annual_income,debt_to_income_ratio,financial_knowledge_score,investment_horizon_years,savings_rate,net_worth,recommended_strategy,adjusted_income,long_term_risk,wealth_growth_potential,income_stability_score,family_responsibility_score
99547.36,0.59,10,22,0.19,707185.93,1,40814.4176,44,134365.3267,99547.36,22
105582.11,0.13,10,14,0.14,319109.25,2,91856.4357,28,44675.295000000006,316746.33,28
98053.55,0.56,4,20,0.18,443294.16,1,43143.562,40,79792.9488,294160.65,40
71360.27,0.35,5,10,0.15,370165.58,0,46384.175500000005,20,55524.837,214080.81,30
85719.06,0.1,10,7,0.12,375464.23,1,77147.154,7,45055.707599999994,171438.12,21
104537.8,0.5,3,3,0.18,874110.32,1,52268.9,3,157339.8576,104537.8,3
89164.79,0.43,4,9,0.09,869697.78,0,50823.9303,0,78272.8002,267494.37,27
105636.72,0.52,7,3,0.08,339385.3,1,50705.6256,6,27150.824,316910.16000000003,3
77547.97,0.15,4,10,0.07,580296.15,1,65915.7745,0,40620.730500000005,77547.97,20
102717.69,0.55,3,7,0.11,654307.48,1,46222.960499999994,0,71973.8228,102717.69,0
98678.8,0.43,8,20,0.11,771135.96,0,56246.916000000005,40,84824.9556,197357.6,60
46867.76,0.4,3,12,0.22,324303.36,2,28120.656,0,71346.7392,46867.76,24
40212.56,0.32,4,21,0.14,153314.65,1,27344.540799999995,42,21464.051,40212.56,42
65731.25,0.28,5,24,0.24,166129.99,1,47326.5,48,39871.1976,197193.75,48
87939.31,0.25,10,27,0.18,763778.77,1,65954.4825,54,137480.17859999998,175878.62,0
137362.51,0.29,6,4,0.1,1312243.38,1,97527.3821,8,131224.338,274725.02,0
71351.35,0.25,4,25,0.1,225383.89,1,53513.512500000004,0,22538.389000000003,214054.05000000002,0
73052.36,0.17,6,24,0.1,349742.97,2,60633.4588,48,34974.297,146104.72,72
56320.73,0.23,10,10,0.14,206284.77,0,43366.962100000004,0,28879.8678,0.0,30
78630.83,0.43,10,17,0.25,663798.86,1,44819.57310000001,17,165949.715,157261.66,51
124356.41,0.11,9,13,0.26,345417.33,2,110677.20490000001,26,89808.50580000001,0.0,0
111845.22,0.33,1,8,0.07,580926.09,1,74936.2974,8,40664.8263,111845.22,0
38808.22,0.3,7,26,0.23,327955.49,1,27165.754,26,75429.7627,0.0,52
121385.61,0.55,5,18,0.11,459369.53,1,54623.52449999999,36,50530.6483,242771.22,54
76317.12,0.19,3,10,0.3,762672.99,1,61816.8672,20,228801.897,228951.36,30
21387.91,0.56,10,22,0.18,181371.07,1,9410.6804,0,32646.7926,64163.729999999996,44
69844.06,0.24,1,26,0.1,291981.08,2,53081.4856,26,29198.108000000004,139688.12,78
52650.52,0.52,1,20,0.16,278255.66,1,25272.2496,40,44520.9056,0.0,0
65278.89,0.16,2,26,0.23,640945.3,1,54834.2676,52,147417.41900000002,0.0,0
11210.4,0.33,8,26,0.07,87088.25,2,7510.967999999999,26,6096.177500000001,0.0,0
47535.9,0.29,6,23,0.14,317776.14,1,33750.489,0,44488.659600000006,47535.9,23
106596.01,0.29,10,17,0.27,450494.37,2,75683.16709999999,17,121633.4799,213192.02,34
42768.23,0.49,1,12,0.06,286101.81,1,21811.797300000002,24,17166.1086,0.0,12
58695.65,0.29,2,26,0.28,479748.06,1,41673.9115,26,134329.4568,58695.65,52
29415.96,0.51,1,9,0.14,247534.79,0,14413.820399999999,0,34654.8706,29415.96,9
84722.29,0.52,4,25,0.12,236669.89,0,40666.699199999995,25,28400.3868,169444.58,25
53977.82,0.47,9,25,0.15,528404.87,1,28608.2446,50,79260.73049999999,161933.46,25
65175.23,0.19,10,14,0.22,225928.21,2,52791.93630000001,28,49704.2062,130350.46,28
79728.89,0.42,2,26,0.27,180133.7,2,46242.7562,26,48636.09900000001,239186.66999999998,26
72619.1,0.47,3,8,0.17,699515.13,2,38488.12300000001,0,118917.5721,0.0,8
64833.0,0.42,9,27,0.13,395492.18,0,37603.14000000001,27,51413.9834,194499.0,81
73672.67,0.41,1,4,0.27,643801.35,0,43466.87530000001,0,173826.3645,73672.67,12
90017.85,0.23,7,10,0.14,739589.97,1,69313.7445,0,103542.59580000001,180035.7,10
100497.64,0.48,10,13,0.08,473140.6,1,52258.7728,26,37851.248,301492.92,39
69973.01,0.55,5,24,0.25,380673.91,1,31487.854499999994,48,95168.4775,69973.01,48
87614.87,0.13,10,9,0.29,324994.97,1,76224.9369,9,94248.54129999998,262844.61,9
112645.16,0.57,9,4,0.25,1032593.4,2,48437.41880000001,4,258148.35,337935.48,4
47930.01,0.51,2,29,0.12,406063.38,2,23485.7049,58,48727.605599999995,0.0,29
69117.97,0.25,7,16,0.15,629551.63,2,51838.4775,32,94432.7445,138235.94,32
73759.94,0.54,6,9,0.12,575597.84,2,33929.5724,18,69071.7408,221279.82,27
96244.73,0.54,3,24,0.11,789493.31,1,44272.57579999999,24,86844.2641,288734.19,72
81775.76,0.21,1,17,0.09,347295.86,1,64602.850399999996,17,31256.627399999998,0.0,51
62799.46,0.13,9,6,0.24,243272.95,2,54635.5302,12,58385.508,125598.92,18
84034.11,0.3,2,14,0.22,695244.9,1,58823.87699999999,14,152953.878,252102.33000000002,14
57536.27,0.42,3,24,0.05,523935.93,1,33371.0366,24,26196.7965,57536.27,72
74293.79,0.59,9,15,0.25,514765.15,1,30460.4539,15,128691.2875,222881.37,0
75818.39,0.34,6,22,0.22,612001.12,1,50040.13739999999,44,134640.2464,227455.16999999998,0
72825.92,0.46,10,26,0.17,693992.1,2,39325.9968,52,117978.657,145651.84,52
72468.31,0.38,1,11,0.21,555143.94,1,44930.3522,22,116580.22739999999,217404.93,33
74040.64,0.49,8,16,0.11,556471.15,0,37760.7264,32,61211.8265,148081.28,16
85849.68,0.49,5,27,0.11,390030.73,1,43783.3368,54,42903.3803,171699.36,27
73448.08,0.3,7,19,0.17,268576.82,1,51413.655999999995,19,45658.059400000006,0.0,19
82574.79,0.2,10,20,0.21,566586.33,1,66059.832,40,118983.12929999999,247724.37,60
115973.93,0.34,4,10,0.17,965575.79,1,76542.79379999998,20,164147.8843,115973.93,0
41732.06,0.49,4,22,0.1,255632.78,2,21283.350599999998,0,25563.278000000002,125196.18,22
66999.23,0.13,6,11,0.14,400715.86,1,58289.3301,22,56100.220400000006,133998.46,22
55945.02,0.29,2,19,0.24,457232.14,2,39720.964199999995,0,109735.7136,111890.04,57
97559.47,0.12,5,25,0.12,554541.22,1,85852.3336,50,66544.9464,97559.47,0
56957.17,0.26,1,11,0.25,548741.21,1,42148.305799999995,22,137185.3025,170871.51,11
93708.79,0.48,10,12,0.07,859964.45,1,48728.5708,12,60197.5115,93708.79,36
65172.91,0.18,3,24,0.22,406400.34,0,53441.78620000001,48,89408.0748,130345.82,72
52798.24,0.38,1,12,0.06,457957.28,2,32734.908799999997,12,27477.4368,158394.72,12
87976.28,0.56,1,18,0.15,292160.78,1,38709.5632,36,43824.117000000006,175952.56,18
120957.6,0.25,5,4,0.23,667241.06,1,90718.20000000001,8,153465.4438,0.0,0
48022.14,0.41,9,29,0.08,375194.17,1,28333.062600000005,29,30015.5336,144066.41999999998,58
73782.3,0.19,5,9,0.06,277434.26,0,59763.66300000001,18,16646.0556,221346.90000000002,18
48148.68,0.32,6,22,0.22,356689.67,2,32741.102399999996,44,78471.7274,0.0,0
147621.85,0.53,10,28,0.08,504773.34,1,69382.2695,56,40381.8672,295243.7,56
56695.46,0.55,10,24,0.21,423464.37,1,25512.957,24,88927.5177,170086.38,48
70621.16,0.13,4,5,0.22,454023.44,0,61440.4092,5,99885.1568,0.0,15
105978.31,0.43,3,23,0.15,230500.66,1,60407.6367,23,34575.099,317934.93,23
86699.46,0.48,9,12,0.16,531543.54,1,45083.71920000001,24,85046.9664,260098.38,0
79191.76,0.23,6,28,0.09,464857.25,2,60977.655199999994,28,41837.1525,0.0,56
97882.11,0.16,9,14,0.22,917245.41,1,82220.9724,28,201793.9902,293646.33,14
125690.74,0.35,1,3,0.14,263224.38,2,81698.981,0,36851.4132,377072.22000000003,9
88138.75,0.21,9,6,0.11,528378.46,0,69629.6125,12,58121.6306,264416.25,18
124720.6,0.1,6,15,0.12,1243842.53,0,112248.54000000001,0,149261.1036,249441.2,30
55729.91,0.49,1,17,0.18,356398.76,0,28422.254100000002,34,64151.7768,167189.73,34
60198.53,0.49,4,7,0.19,595148.12,0,30701.2503,14,113078.1428,0.0,7
69835.61,0.57,2,15,0.2,225825.55,2,30029.312300000005,0,45165.11,0.0,30
64557.52,0.46,4,24,0.16,143685.3,2,34861.0608,0,22989.647999999997,64557.52,24
114080.29,0.31,9,22,0.28,952958.45,2,78715.40009999998,44,266828.36600000004,0.0,22
43499.83,0.51,2,5,0.24,118274.83,1,21314.9167,10,28385.9592,0.0,10
61977.49,0.34,7,6,0.16,563689.17,1,40905.14339999999,12,90190.2672,0.0,18
89459.51,0.37,5,13,0.19,718648.38,1,56359.491299999994,26,136543.1922,89459.51,39
55558.1,0.14,1,27,0.1,312618.06,1,47779.966,0,31261.806,111116.2,54
47792.68,0.5,5,26,0.23,308316.32,0,23896.34,52,70912.75360000001,0.0,0
88570.01,0.24,9,6,0.21,606191.99,2,67313.2076,12,127300.3179,88570.01,18
54435.72,0.22,10,23,0.06,498756.43,0,42459.861600000004,23,29925.3858,163307.16,0
86610.52,0.25,7,9,0.11,822453.07,1,64957.89,0,90469.83769999999,0.0,9
54456.36,0.15,7,23,0.24,205165.44,1,46287.906,46,49239.7056,54456.36,23
57363.27,0.6,9,19,0.09,481615.67,2,22945.308,38,43345.410299999996,114726.54,19
88625.13,0.37,3,27,0.1,562859.53,2,55833.831900000005,54,56285.95300000001,177250.26,27
93526.53,0.53,4,5,0.12,652468.79,2,43957.469099999995,10,78296.2548,93526.53,15
63026.27,0.58,6,23,0.09,511391.98,1,26471.0334,46,46025.27819999999,63026.27,69
52513.07,0.1,7,10,0.08,258389.84,1,47261.763,20,20671.1872,105026.14,10
117921.85,0.6,1,8,0.2,824651.28,0,47168.740000000005,0,164930.25600000002,235843.7,24
107795.61,0.41,3,7,0.18,552625.03,1,63599.409900000006,14,99472.5054,107795.61,7
105068.25,0.26,4,28,0.16,245253.52,1,77750.505,28,39240.5632,0.0,84
25260.35,0.2,3,16,0.14,162113.66,1,20208.28,0,22695.9124,0.0,0
50310.84,0.26,2,23,0.27,401430.21,1,37230.0216,23,108386.1567,100621.68,0
16620.68,0.33,5,10,0.13,103258.03,0,11135.855599999999,20,13423.5439,33241.36,30
100811.52,0.14,1,29,0.19,238884.65,1,86697.9072,0,45388.0835,201623.04,29
41437.81,0.17,3,21,0.07,347679.74,1,34393.3823,0,24337.5818,82875.62,42
77702.19,0.36,7,12,0.29,163697.7,1,49729.401600000005,12,47472.333,0.0,24
53568.6,0.28,6,25,0.24,509703.18,2,38569.392,50,122328.76319999999,160705.8,0
41558.33,0.16,5,26,0.27,177568.94,1,34908.9972,0,47943.61380000001,41558.33,26
38994.3,0.12,10,26,0.2,78941.66,2,34314.984000000004,52,15788.332000000002,38994.3,52
93797.55,0.53,2,18,0.26,341244.6,1,44084.8485,36,88723.59599999999,93797.55,36
55301.47,0.3,5,19,0.17,276560.06,2,38711.028999999995,19,47015.2102,110602.94,19
97139.74,0.51,2,15,0.26,855803.87,1,47598.4726,30,222509.0062,0.0,0
49971.69,0.12,5,24,0.05,105419.47,1,43975.0872,24,5270.9735,0.0,72
4635.81,0.53,9,4,0.17,10806.02,1,2178.8307,8,1837.0234000000003,4635.81,12
43476.85,0.27,10,28,0.24,391636.16,2,31738.100499999997,28,93992.67839999999,86953.7,0
61200.9,0.13,10,9,0.22,550156.93,2,53244.783,0,121034.52460000002,61200.9,9
37065.35,0.43,4,16,0.13,324222.42,2,21127.2495,16,42148.9146,111196.04999999999,48
87800.02,0.2,10,18,0.23,827014.31,2,70240.016,18,190213.2913,263400.06,18
117023.82,0.38,1,29,0.17,1135406.59,0,72554.7684,29,193019.12030000004,117023.82,58
79733.67,0.35,6,11,0.21,323161.44,2,51826.885500000004,22,67863.90239999999,239201.01,33
95827.41,0.1,10,23,0.29,711996.86,1,86244.66900000001,23,206479.08939999997,95827.41,46
88172.56,0.27,1,7,0.18,198106.82,1,64365.968799999995,14,35659.2276,264517.68,21
47642.76,0.46,2,11,0.12,116763.38,2,25727.090400000005,11,14011.6056,95285.52,11
74645.87,0.44,2,9,0.13,386939.72,2,41801.6872,9,50302.1636,74645.87,9
62323.19,0.52,9,6,0.11,506104.27,1,29915.1312,12,55671.4697,124646.38,6
65132.97,0.43,9,26,0.11,526230.5,1,37125.79290000001,0,57885.355,65132.97,78
116674.64,0.15,9,15,0.1,1128515.96,1,99173.444,30,112851.596,350023.92,15
69062.69,0.29,3,25,0.06,359737.64,2,49034.5099,50,21584.2584,69062.69,50
101387.79,0.44,4,18,0.2,884266.15,2,56777.1624,36,176853.23,304163.37,36
78083.14,0.42,7,7,0.15,430310.57,1,45288.22120000001,7,64546.5855,156166.28,0
71507.07,0.48,8,15,0.15,353851.55,1,37183.676400000004,0,53077.7325,71507.07,15
66160.14,0.15,3,27,0.3,406602.49,2,56236.119,27,121980.74699999999,66160.14,81
90515.92,0.3,10,28,0.09,324820.27,1,63361.14399999999,56,29233.8243,181031.84,28
68713.09,0.55,9,18,0.09,255628.84,0,30920.890499999994,0,23006.5956,0.0,54
62111.46,0.42,9,23,0.2,141219.39,2,36024.6468,46,28243.878000000004,124222.92,23
97296.14,0.51,10,23,0.11,860746.22,1,47675.1086,0,94682.0842,194592.28,23
74339.25,0.22,6,17,0.26,665623.25,0,57984.615000000005,0,173062.045,74339.25,51
63299.97,0.49,10,12,0.16,228385.96,2,32282.9847,12,36541.7536,0.0,36
57483.09,0.54,3,21,0.12,530432.67,2,26442.221399999995,42,63651.9204,172449.27,0
112055.36,0.5,7,23,0.25,337854.45,1,56027.68,23,84463.6125,224110.72,46
93362.05,0.54,6,11,0.09,385590.59,2,42946.543,22,34703.1531,186724.1,11
33614.42,0.41,3,25,0.11,168599.44,1,19832.507800000003,50,18545.9384,100843.26,75
73002.57,0.26,1,16,0.15,322816.04,1,54021.90180000001,32,48422.405999999995,73002.57,16
116445.94,0.18,9,21,0.13,854811.05,1,95485.6708,42,111125.43650000001,0.0,21
79660.95,0.46,1,9,0.29,490082.05,1,43016.913,9,142123.7945,79660.95,0
95453.53,0.13,10,25,0.05,233671.26,1,83044.5711,25,11683.563000000002,190907.06,25
61172.97,0.36,7,25,0.21,510790.73,0,39150.7008,50,107266.05329999999,61172.97,25
111131.08,0.1,8,26,0.19,308276.27,1,100017.97200000001,52,58572.4913,222262.16,0
37492.88,0.13,4,13,0.19,303284.51,2,32618.805599999996,0,57624.0569,74985.76,26
87138.42,0.47,8,14,0.23,380285.05,1,46183.3626,14,87465.5615,87138.42,42
62732.57,0.27,9,20,0.08,284564.95,0,45794.776099999995,0,22765.196,0.0,0
39169.09,0.4,3,18,0.3,116634.26,0,23501.453999999998,18,34990.278,39169.09,36
69127.35,0.53,5,6,0.15,246714.02,1,32489.8545,12,37007.102999999996,69127.35,18
73875.21,0.19,4,13,0.25,348129.1,1,59838.92010000001,26,87032.275,147750.42,0
53008.85,0.41,8,17,0.12,112671.59,1,31275.221500000003,34,13520.5908,0.0,0
70994.52,0.38,6,26,0.12,564194.8,0,44016.6024,26,67703.376,0.0,0
91924.58,0.56,2,25,0.09,475553.34,1,40446.8152,50,42799.8006,91924.58,75
50354.69,0.24,2,5,0.07,199109.52,1,38269.5644,10,13937.6664,151064.07,5
92982.59,0.24,1,20,0.28,684378.2,2,70666.7684,0,191625.896,185965.18,0
60086.82,0.53,7,6,0.15,130724.21,2,28240.805399999997,12,19608.6315,120173.64,18
95199.01,0.53,1,13,0.21,379156.37,1,44743.5347,0,79622.83769999999,285597.02999999997,13
92123.78,0.47,3,11,0.24,880793.77,2,48825.6034,22,211390.5048,92123.78,22
78906.57,0.5,8,18,0.05,630744.97,2,39453.285,18,31537.2485,78906.57,54
44656.94,0.31,1,4,0.28,415525.94,1,30813.2886,8,116347.26320000002,133970.82,4
119285.43,0.58,6,26,0.25,968506.45,2,50099.880600000004,52,242126.6125,357856.29,52
82331.87,0.57,3,24,0.07,739652.11,1,35402.7041,0,51775.6477,0.0,72
60244.38,0.39,10,3,0.28,149672.31,2,36749.0718,3,41908.2468,120488.76,9
70718.57,0.33,4,8,0.06,555299.12,2,47381.4419,8,33317.947199999995,70718.57,8
105441.09,0.11,1,22,0.24,947930.34,0,93842.5701,44,227503.2816,210882.18,22
64484.3,0.56,1,20,0.05,356561.8,1,28373.091999999997,40,17828.09,193452.90000000002,0
109204.34,0.57,1,27,0.2,860647.57,1,46957.866200000004,0,172129.514,218408.68,27
69148.69,0.42,8,7,0.22,156351.4,2,40106.24020000001,7,34397.308,207446.07,7
33812.04,0.55,3,27,0.06,112287.09,0,15215.418,54,6737.225399999999,33812.04,54
71501.55,0.49,2,15,0.06,689791.34,0,36465.7905,0,41387.48039999999,143003.1,15
39525.62,0.4,2,29,0.09,172316.36,0,23715.372,58,15508.472399999999,118576.86000000002,29
77910.75,0.19,7,21,0.2,418223.66,0,63107.707500000004,21,83644.732,77910.75,42
86726.74,0.59,9,15,0.23,246735.87,0,35557.96340000001,15,56749.250100000005,173453.48,0
109920.87,0.12,2,27,0.13,967825.0,0,96730.36559999999,0,125817.25,219841.74,81
41162.4,0.18,1,15,0.07,231011.82,0,33753.168000000005,30,16170.827400000002,41162.4,15
64609.48,0.21,9,4,0.24,560511.12,2,51041.4892,8,134522.66879999998,193828.44,12
76216.19,0.18,4,6,0.1,426624.55,1,62497.2758,0,42662.455,152432.38,0
50869.96,0.11,10,13,0.11,282782.42,2,45274.2644,13,31106.066199999997,0.0,39
84801.86,0.38,3,19,0.2,823570.38,1,52577.1532,38,164714.076,254405.58000000002,38
92580.12,0.57,9,23,0.22,212117.17,2,39809.4516,46,46665.777400000006,185160.24,46
83341.94,0.49,2,9,0.17,420509.12,2,42504.3894,0,71486.55040000001,0.0,18
27734.05,0.34,3,16,0.11,147170.62,2,18304.472999999998,16,16188.7682,83202.15,32
58050.66,0.4,5,28,0.17,217833.61,1,34830.396,56,37031.7137,174151.98,28
92048.73,0.57,3,22,0.12,733900.25,1,39580.9539,44,88068.03,92048.73,66
84557.03,0.22,8,14,0.08,408834.59,2,65954.4834,14,32706.767200000002,84557.03,0
59250.4,0.12,4,19,0.09,287837.78,0,52140.352,38,25905.4002,59250.4,57
124175.42,0.49,6,26,0.13,1068496.45,1,63329.4642,52,138904.5385,372526.26,26
65844.92,0.22,8,17,0.07,154331.74,2,51359.0376,34,10803.221800000001,131689.84,51
39507.82,0.34,3,12,0.1,369596.66,0,26075.161199999995,12,36959.666,39507.82,36
68516.82,0.31,8,8,0.19,669958.74,1,47276.6058,16,127292.1606,137033.64,0
65194.58,0.24,1,18,0.12,287486.21,2,49547.8808,0,34498.3452,65194.58,0
67240.17,0.48,2,7,0.05,542591.89,1,34964.8884,14,27129.594500000003,0.0,0
109332.4,0.25,9,19,0.09,332614.71,1,81999.29999999999,38,29935.3239,327997.19999999995,38
111554.13,0.37,6,17,0.21,1068391.62,2,70279.10190000001,17,224362.24020000003,0.0,17
64322.33,0.45,8,17,0.1,622821.54,2,35377.281500000005,17,62282.15400000001,0.0,51
44206.39,0.44,2,9,0.18,280015.53,1,24755.578400000002,18,50402.7954,44206.39,27
88467.46,0.53,2,5,0.06,842308.52,1,41579.7062,10,50538.5112,0.0,15
85105.36,0.12,1,24,0.23,498805.62,0,74892.7168,0,114725.2926,170210.72,24
55404.53,0.16,5,28,0.06,349403.74,1,46539.805199999995,28,20964.2244,110809.06,84
47305.25,0.37,8,28,0.18,136839.81,2,29802.3075,56,24631.1658,94610.5,56
106335.08,0.41,2,12,0.08,318017.31,1,62737.69720000001,24,25441.3848,319005.24,24
78142.42,0.23,6,9,0.25,600761.93,1,60169.6634,0,150190.4825,234427.26,27
55092.18,0.37,1,11,0.07,482242.47,0,34708.0734,22,33756.9729,55092.18,33
62627.64,0.59,4,22,0.26,360448.2,2,25677.332400000003,44,93716.532,125255.28,0
90276.2,0.49,8,4,0.06,889184.88,1,46040.862,8,53351.0928,180552.4,12
41127.61,0.12,5,25,0.06,286100.66,1,36192.296800000004,25,17166.039599999996,123382.83,75
70235.82,0.13,1,26,0.13,147108.52,0,61105.163400000005,52,19124.1076,140471.64,26
115967.9,0.48,4,14,0.2,329280.71,0,60303.308,28,65856.142,115967.9,0
48302.58,0.46,4,18,0.28,354762.02,1,26083.393200000002,36,99333.36560000002,96605.16,18
66657.9,0.55,5,15,0.28,515716.49,2,29996.054999999993,15,144400.6172,0.0,30
95181.96,0.29,5,6,0.21,669399.6,1,67579.1916,12,140573.916,0.0,6
65874.09,0.24,8,22,0.15,250985.33,1,50064.308399999994,0,37647.799499999994,131748.18,22
65070.04,0.56,1,6,0.19,451191.58,1,28630.8176,6,85726.4002,195210.12,6
105443.36,0.24,8,7,0.23,623410.63,0,80136.95360000001,14,143384.4449,210886.72,0
66854.66,0.48,7,16,0.29,160288.07,1,34764.423200000005,32,46483.5403,66854.66,48
126694.75,0.35,7,25,0.07,1249140.48,1,82351.58750000001,25,87439.83360000001,380084.25,25
82937.97,0.27,7,16,0.08,509739.64,1,60544.7181,32,40779.171200000004,82937.97,0
42509.78,0.32,1,15,0.24,185833.63,2,28906.650399999995,0,44600.0712,85019.56,15
59824.03,0.48,4,15,0.07,213371.3,1,31108.495600000002,30,14935.991,179472.09,15
58718.03,0.12,5,26,0.22,240888.95,1,51671.8664,26,52995.569,0.0,78
86395.89,0.39,1,27,0.06,289266.98,0,52701.4929,27,17356.018799999998,0.0,54
71316.81,0.12,4,24,0.09,485871.81,1,62758.792799999996,0,43728.4629,213950.43,72
48279.42,0.19,6,14,0.23,142239.28,1,39106.330200000004,28,32715.0344,0.0,28
76280.35,0.43,4,20,0.12,495961.19,1,43479.79950000001,0,59515.3428,152560.7,60
119646.7,0.3,1,11,0.24,682221.81,1,83752.68999999999,11,163733.23440000002,119646.7,11
105468.06,0.59,2,25,0.07,956551.69,2,43241.9046,50,66958.6183,0.0,0
58429.35,0.48,4,16,0.09,178050.46,1,30383.262,0,16024.541399999998,175288.05,32
72878.59,0.36,5,10,0.14,478926.2,2,46642.2976,20,67049.668,72878.59,0
8819.7,0.38,2,28,0.16,61022.09,1,5468.214000000001,28,9763.5344,26459.100000000002,28
74248.54,0.11,8,9,0.27,380937.71,1,66081.2006,0,102853.18170000002,148497.08,27
66356.04,0.14,1,15,0.08,326860.4,0,57066.19439999999,15,26148.832000000002,0.0,0
105385.22,0.53,7,24,0.18,1026636.82,1,49531.0534,48,184794.62759999998,0.0,24
89425.05,0.51,9,25,0.16,218864.52,2,43818.2745,0,35018.3232,268275.15,0
30020.23,0.18,1,20,0.1,81171.76,1,24616.588600000003,0,8117.1759999999995,90060.69,0
94641.55,0.12,3,7,0.22,824407.3,1,83284.564,14,181369.606,0.0,7
33899.62,0.53,2,8,0.27,129807.47,2,15932.8214,16,35048.0169,33899.62,24
91642.89,0.46,1,27,0.26,622909.18,2,49487.1606,27,161956.3868,274928.67,0
84037.0,0.13,10,21,0.14,555281.24,0,73112.19,0,77739.3736,84037.0,0
70036.82,0.38,7,6,0.24,656717.57,0,43422.828400000006,0,157612.2168,140073.64,12
76204.15,0.56,5,8,0.2,196837.08,2,33529.825999999994,16,39367.416,0.0,8
55889.46,0.32,8,15,0.27,345450.66,1,38004.8328,30,93271.6782,111778.92,15
19547.6,0.35,5,17,0.18,169593.74,2,12705.939999999999,17,30526.873199999998,39095.2,17
94893.82,0.53,9,9,0.28,201688.09,1,44600.0954,0,56472.6652,189787.64,9
54384.92,0.4,10,21,0.05,192604.61,1,32630.951999999997,42,9630.2305,0.0,0
74482.28,0.45,10,6,0.25,274459.28,1,40965.254,0,68614.82,223446.84,0
70771.72,0.58,9,22,0.17,370185.59,2,29724.122400000004,44,62931.55030000001,212315.16,22
87217.53,0.53,6,28,0.24,203006.03,2,40992.2391,56,48721.447199999995,0.0,0
60147.13,0.3,4,12,0.3,517865.75,1,42102.990999999995,0,155359.725,0.0,12
80061.68,0.23,10,8,0.13,634910.45,2,61647.493599999994,16,82538.3585,0.0,24
9233.48,0.23,3,21,0.18,47663.44,1,7109.7796,0,8579.4192,0.0,21
101837.15,0.29,5,27,0.3,465307.31,1,72304.3765,54,139592.193,0.0,0
108946.68,0.28,4,16,0.14,586902.69,1,78441.6096,0,82166.3766,326840.04,16
80657.71,0.15,9,17,0.25,529545.33,2,68559.05350000001,17,132386.3325,241973.13,34
53934.53,0.31,7,6,0.2,539241.33,2,37214.825699999994,6,107848.266,0.0,0
44828.73,0.5,9,10,0.25,328235.53,1,22414.365,0,82058.8825,44828.73,0
42892.48,0.52,3,5,0.1,139326.61,0,20588.3904,10,13932.661,128677.44,0
72529.0,0.29,1,17,0.21,344046.97,1,51495.59,0,72249.86369999999,217587.0,17
90668.74,0.23,6,20,0.15,492299.31,1,69814.92980000001,0,73844.8965,272006.22000000003,0
54404.14,0.53,3,20,0.1,272478.85,0,25569.945799999998,20,27247.885,0.0,40
39710.92,0.42,9,9,0.12,369121.82,2,23032.3336,9,44294.6184,39710.92,0
101097.64,0.11,8,21,0.13,607076.85,2,89976.8996,42,78919.9905,0.0,42
